GC_ID,quality,halo(z=0),logM(tform),zform,halo(zform),snapnum(zform),isMPB,feh,logM(z=0),t_dis,survive_flag,form_time,form_lbt,pubsnap(zform),last_snap,real_flag,accretion_flag,accretion_time,accretion_halo_tid,accretion_halo_cid,accretion_snapshot,pre_accretion_halo_tid,pre_accretion_halo_cid,pre_accretion_snapshot,survived_accretion,ptype,group_id
41447879,2,25236877,4.429,2.216,3252897,158,1,-1.49,-1.0,6.806,0,3.046507155,10.752239729,172,308,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46187740,2,25236877,5.109,2.216,3252897,158,1,-1.49,-1.0,7.927,0,3.046507155,10.752239729,172,351,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
50407177,2,25236877,4.177,2.216,3252897,158,1,-1.49,-1.0,5.458,0,3.046507155,10.752239729,172,256,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
27079422,2,25236877,4.492,2.216,3252897,158,1,-1.49,-1.0,5.527,0,3.046507155,10.752239729,172,259,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
37065272,2,25236877,4.617,2.216,3252897,158,1,-1.49,-1.0,6.125,0,3.046507155,10.752239729,172,282,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
61212072,2,25236877,4.073,2.216,3252897,158,1,-1.49,-1.0,4.714,0,3.046507155,10.752239729,172,227,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
34678496,2,25236877,4.412,2.216,3252897,158,1,-1.49,-1.0,5.701,0,3.046507155,10.752239729,172,265,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46984825,2,25236877,4.639,2.216,3252897,158,1,-1.49,-1.0,6.745,0,3.046507155,10.752239729,172,305,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46389484,2,25236877,4.4,2.216,3252897,158,1,-1.49,-1.0,6.71,0,3.046507155,10.752239729,172,304,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
30626838,2,25236877,4.2,2.216,3252897,158,1,-1.49,-1.0,5.002,0,3.046507155,10.752239729,172,238,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
35285173,2,25236877,4.825,2.216,3252897,158,1,-1.49,-1.0,7.003,0,3.046507155,10.752239729,172,315,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
63997128,2,25236877,4.035,2.216,3252897,158,1,-1.49,-1.0,4.29,0,3.046507155,10.752239729,172,210,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
50036085,2,25236877,4.048,2.216,3252897,158,1,-1.49,-1.0,4.063,0,3.046507155,10.752239729,172,200,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
57365290,2,25236877,4.654,2.216,3252897,158,1,-1.49,-1.0,7.757,0,3.046507155,10.752239729,172,344,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
25055934,2,25236877,4.57,2.216,3252897,158,1,-1.49,-1.0,7.128,0,3.046507155,10.752239729,172,320,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
39614998,2,25236877,4.476,2.216,3252897,158,1,-1.49,-1.0,5.861,0,3.046507155,10.752239729,172,272,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
30647592,2,25236877,5.002,2.216,3252897,158,1,-1.49,-1.0,7.602,0,3.046507155,10.752239729,172,338,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
25231038,2,25236877,4.053,2.216,3252897,158,1,-1.49,-1.0,4.539,0,3.046507155,10.752239729,172,220,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
48747054,2,25236877,4.059,2.216,3252897,158,1,-1.49,-1.0,4.731,0,3.046507155,10.752239729,172,227,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
47554258,2,25236877,4.302,2.216,3252897,158,1,-1.49,-1.0,5.245,0,3.046507155,10.752239729,172,248,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
63742955,2,25236877,4.358,2.216,3252897,158,1,-1.49,-1.0,5.513,0,3.046507155,10.752239729,172,258,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
60536052,2,25236877,4.817,2.216,3252897,158,1,-1.49,-1.0,7.059,0,3.046507155,10.752239729,172,317,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
62674242,2,25236877,4.142,2.216,3252897,158,1,-1.49,-1.0,4.44,0,3.046507155,10.752239729,172,216,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
38866546,2,25236877,4.148,2.216,3252897,158,1,-1.49,-1.0,5.403,0,3.046507155,10.752239729,172,254,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
51514939,2,25236877,4.005,2.216,3252897,158,1,-1.49,-1.0,4.785,0,3.046507155,10.752239729,172,230,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
24374284,2,25236877,4.611,2.216,3252897,158,1,-1.49,-1.0,5.604,0,3.046507155,10.752239729,172,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
62528036,2,25236877,4.042,2.216,3252897,158,1,-1.49,-1.0,4.622,0,3.046507155,10.752239729,172,223,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
52967827,2,25236877,5.957,2.216,3252897,158,1,-1.49,5.572,-1.0,1,3.046507155,10.752239729,172,600,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
29915133,2,25236877,4.89,2.216,3252897,158,1,-1.49,-1.0,6.627,0,3.046507155,10.752239729,172,301,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
35487014,2,25236877,4.046,2.216,3252897,158,1,-1.49,-1.0,4.921,0,3.046507155,10.752239729,172,235,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
32550017,2,25236877,5.081,2.216,3252897,158,1,-1.49,-1.0,9.0,0,3.046507155,10.752239729,172,392,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40838448,2,25236877,4.247,2.216,3252897,158,1,-1.49,-1.0,6.972,0,3.046507155,10.752239729,172,314,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
59363630,2,25236877,4.294,2.216,3252897,158,1,-1.49,-1.0,5.13,0,3.046507155,10.752239729,172,243,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
51902591,2,25236877,4.089,2.216,3252897,158,1,-1.49,-1.0,4.64,0,3.046507155,10.752239729,172,224,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
64536086,2,25236877,4.828,2.216,3252897,158,1,-1.49,-1.0,6.686,0,3.046507155,10.752239729,172,303,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
54199275,2,25236877,6.061,1.958,4097472,175,1,-1.351,5.078,-1.0,1,3.442500021,10.356246863,214,600,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
38615741,2,25236877,5.078,1.958,4097472,175,1,-1.351,-1.0,7.617,0,3.442500021,10.356246863,214,339,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
45799981,2,25236877,4.057,1.958,4097472,175,1,-1.351,-1.0,4.84,0,3.442500021,10.356246863,214,232,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
57375084,2,25236877,4.65,1.958,4097472,175,1,-1.351,-1.0,6.831,0,3.442500021,10.356246863,214,309,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
32193970,2,25236877,4.633,1.958,4097472,175,1,-1.351,-1.0,7.181,0,3.442500021,10.356246863,214,322,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
35323432,2,25236877,4.017,1.958,4097472,175,1,-1.351,-1.0,4.73,0,3.442500021,10.356246863,214,227,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
66466968,2,25236877,4.338,1.958,4097472,175,1,-1.351,-1.0,4.994,0,3.442500021,10.356246863,214,238,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
49685929,2,25236877,4.024,1.958,4097472,175,1,-1.351,-1.0,4.306,0,3.442500021,10.356246863,214,210,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
62167762,2,25236877,4.618,1.958,4097472,175,1,-1.351,-1.0,6.417,0,3.442500021,10.356246863,214,293,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
41036786,2,25236877,4.045,1.958,4097472,175,1,-1.351,-1.0,5.007,0,3.442500021,10.356246863,214,238,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
25262486,2,25236877,4.175,1.958,4097472,175,1,-1.351,-1.0,4.318,0,3.442500021,10.356246863,214,211,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
51190873,2,25236877,5.037,1.958,4097472,175,1,-1.351,-1.0,7.667,0,3.442500021,10.356246863,214,341,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
44591864,2,25236877,4.58,1.958,4097472,175,1,-1.351,-1.0,5.606,0,3.442500021,10.356246863,214,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40022225,2,25236877,4.139,1.958,4097472,175,1,-1.351,-1.0,5.108,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
48521017,2,25236877,4.416,1.958,4097472,175,1,-1.351,-1.0,5.181,0,3.442500021,10.356246863,214,245,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
47547548,2,25236877,4.212,1.958,4097472,175,1,-1.351,-1.0,5.41,0,3.442500021,10.356246863,214,254,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
60374006,2,25236877,4.159,1.958,4097472,175,1,-1.351,-1.0,5.242,0,3.442500021,10.356246863,214,248,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
61091250,2,25236877,4.28,1.958,4097472,175,1,-1.351,-1.0,5.618,0,3.442500021,10.356246863,214,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46418661,2,25236877,5.267,1.958,4097472,175,1,-1.351,-1.0,11.907,0,3.442500021,10.356246863,214,508,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
42427923,2,25236877,4.385,1.958,4097472,175,1,-1.351,-1.0,5.236,0,3.442500021,10.356246863,214,247,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
58296192,2,25236877,4.214,1.958,4097472,175,1,-1.351,-1.0,5.062,0,3.442500021,10.356246863,214,240,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
34671067,2,25236877,4.069,1.958,4097472,175,1,-1.351,-1.0,4.427,0,3.442500021,10.356246863,214,215,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
49122010,2,25236877,4.111,1.958,4097472,175,1,-1.351,-1.0,4.633,0,3.442500021,10.356246863,214,223,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40211962,2,25236877,4.36,1.958,4097472,175,1,-1.351,-1.0,7.425,0,3.442500021,10.356246863,214,331,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40190359,2,25236877,4.468,1.958,4097472,175,1,-1.351,-1.0,5.806,0,3.442500021,10.356246863,214,269,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40427198,2,25236877,4.079,1.958,4097472,175,1,-1.351,-1.0,4.637,0,3.442500021,10.356246863,214,224,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
29083997,2,25236877,4.253,1.958,4097472,175,1,-1.351,-1.0,5.364,0,3.442500021,10.356246863,214,252,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
41232738,2,25236877,4.388,1.958,4097472,175,1,-1.351,-1.0,5.335,0,3.442500021,10.356246863,214,251,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
51358383,2,25236877,5.313,1.958,4097472,175,1,-1.351,-1.0,12.996,0,3.442500021,10.356246863,214,555,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
42030256,2,25236877,4.343,1.958,4097472,175,1,-1.351,-1.0,5.136,0,3.442500021,10.356246863,214,243,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
52433100,2,25236877,4.111,1.958,4097472,175,1,-1.351,-1.0,4.746,0,3.442500021,10.356246863,214,228,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
31775818,2,25236877,4.162,1.958,4097472,175,1,-1.351,-1.0,5.064,0,3.442500021,10.356246863,214,241,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
27469829,2,25236877,4.105,1.958,4097472,175,1,-1.351,-1.0,4.723,0,3.442500021,10.356246863,214,227,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
22413225,2,25236877,4.326,1.958,4097472,175,1,-1.351,-1.0,5.438,0,3.442500021,10.356246863,214,255,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
49276860,2,25236877,4.639,1.958,4097472,175,1,-1.351,-1.0,7.163,0,3.442500021,10.356246863,214,321,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
34898291,2,25236877,4.034,1.958,4097472,175,1,-1.351,-1.0,4.983,0,3.442500021,10.356246863,214,237,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
43399422,2,25236877,4.864,1.958,4097472,175,1,-1.351,-1.0,6.618,0,3.442500021,10.356246863,214,301,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
61055957,2,25236877,4.936,1.958,4097472,175,1,-1.351,-1.0,7.918,0,3.442500021,10.356246863,214,350,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
55230450,2,25236877,4.171,1.958,4097472,175,1,-1.351,-1.0,5.107,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40259226,2,25236877,4.589,1.958,4097472,175,1,-1.351,-1.0,6.792,0,3.442500021,10.356246863,214,307,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46154059,2,25236877,4.004,1.958,4097472,175,1,-1.351,-1.0,4.869,0,3.442500021,10.356246863,214,233,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
49702181,2,25236877,4.818,1.958,4097472,175,1,-1.351,-1.0,5.987,0,3.442500021,10.356246863,214,276,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46951754,2,25236877,4.292,1.958,4097472,175,1,-1.351,-1.0,5.046,0,3.442500021,10.356246863,214,240,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
58617448,2,25236877,4.916,1.958,4097472,175,1,-1.351,-1.0,6.731,0,3.442500021,10.356246863,214,305,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
59959764,2,25236877,4.995,1.958,4097472,175,1,-1.351,-1.0,7.44,0,3.442500021,10.356246863,214,332,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
39603299,2,25236877,4.177,1.958,4097472,175,1,-1.351,-1.0,4.63,0,3.442500021,10.356246863,214,223,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
23645079,2,25236877,5.187,1.958,4097472,175,1,-1.351,-1.0,7.872,0,3.442500021,10.356246863,214,348,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
44985784,2,25236877,4.612,1.958,4097472,175,1,-1.351,-1.0,7.264,0,3.442500021,10.356246863,214,325,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
55940859,2,25236877,4.118,1.958,4097472,175,1,-1.351,-1.0,4.957,0,3.442500021,10.356246863,214,236,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
60923395,2,25236877,4.522,1.958,4097472,175,1,-1.351,-1.0,5.615,0,3.442500021,10.356246863,214,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
20390719,2,25236877,4.613,1.958,4097472,175,1,-1.351,-1.0,6.794,0,3.442500021,10.356246863,214,307,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
35848395,2,25236877,4.127,1.958,4097472,175,1,-1.351,-1.0,5.577,0,3.442500021,10.356246863,214,261,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
37261899,2,25236877,4.584,1.958,4097472,175,1,-1.351,-1.0,5.958,0,3.442500021,10.356246863,214,275,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
27228673,2,25236877,4.362,1.958,4097472,175,1,-1.351,-1.0,4.85,0,3.442500021,10.356246863,214,232,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
22611820,2,25236877,4.045,1.958,4097472,175,1,-1.351,-1.0,4.285,0,3.442500021,10.356246863,214,209,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
47929586,2,25236877,4.123,1.958,4097472,175,1,-1.351,-1.0,4.509,0,3.442500021,10.356246863,214,219,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
39194518,2,25236877,4.551,1.958,4097472,175,1,-1.351,-1.0,5.793,0,3.442500021,10.356246863,214,269,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
43415919,2,25236877,4.005,1.958,4097472,175,1,-1.351,-1.0,4.69,0,3.442500021,10.356246863,214,226,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
30479501,2,25236877,4.096,1.958,4097472,175,1,-1.351,-1.0,5.602,0,3.442500021,10.356246863,214,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46799218,2,25236877,4.471,1.958,4097472,175,1,-1.351,-1.0,5.164,0,3.442500021,10.356246863,214,244,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
39843516,2,25236877,4.821,1.958,4097472,175,1,-1.351,-1.0,6.507,0,3.442500021,10.356246863,214,296,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
26560696,2,25236877,4.383,1.958,4097472,175,1,-1.351,-1.0,5.721,0,3.442500021,10.356246863,214,266,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
47200631,2,25236877,4.161,1.958,4097472,175,1,-1.351,-1.0,6.05,0,3.442500021,10.356246863,214,279,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
25619520,2,25236877,5.269,1.958,4097472,175,1,-1.351,-1.0,8.562,0,3.442500021,10.356246863,214,375,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
27283943,2,25236877,4.49,1.958,4097472,175,1,-1.351,-1.0,5.757,0,3.442500021,10.356246863,214,268,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
41442814,2,25236877,4.047,1.958,4097472,175,1,-1.351,-1.0,4.886,0,3.442500021,10.356246863,214,234,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
28783156,2,25236877,4.721,1.958,4097472,175,1,-1.351,-1.0,7.612,0,3.442500021,10.356246863,214,338,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
24870373,2,25236877,4.844,1.958,4097472,175,1,-1.351,-1.0,8.298,0,3.442500021,10.356246863,214,365,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
43420909,2,25236877,4.177,1.958,4097472,175,1,-1.351,-1.0,4.198,0,3.442500021,10.356246863,214,206,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
63773358,2,25236877,4.02,1.958,4097472,175,1,-1.351,-1.0,4.286,0,3.442500021,10.356246863,214,210,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
47602787,2,25236877,4.291,1.958,4097472,175,1,-1.351,-1.0,5.9,0,3.442500021,10.356246863,214,273,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
28573245,2,25236877,4.287,1.958,4097472,175,1,-1.351,-1.0,5.134,0,3.442500021,10.356246863,214,243,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
65893951,2,25236877,4.757,1.958,4097472,175,1,-1.351,-1.0,7.307,0,3.442500021,10.356246863,214,327,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
65783275,2,25236877,4.223,1.958,4097472,175,1,-1.351,-1.0,5.299,0,3.442500021,10.356246863,214,250,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
53548624,2,25236877,4.239,1.958,4097472,175,1,-1.351,-1.0,5.058,0,3.442500021,10.356246863,214,240,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
54004295,2,25236877,4.657,1.958,4097472,175,1,-1.351,-1.0,7.106,0,3.442500021,10.356246863,214,319,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
24155035,2,25236877,4.324,1.958,4097472,175,1,-1.351,-1.0,5.506,0,3.442500021,10.356246863,214,258,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
21733392,2,25236877,4.037,1.958,4097472,175,1,-1.351,-1.0,4.479,0,3.442500021,10.356246863,214,217,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
38844912,2,25236877,4.161,1.958,4097472,175,1,-1.351,-1.0,5.014,0,3.442500021,10.356246863,214,239,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
27797711,2,25236877,4.938,1.958,4097472,175,1,-1.351,-1.0,8.873,0,3.442500021,10.356246863,214,387,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
31625343,2,25236877,4.325,1.958,4097472,175,1,-1.351,-1.0,6.23,0,3.442500021,10.356246863,214,286,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
43992242,2,25236877,4.395,1.958,4097472,175,1,-1.351,-1.0,5.102,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40029533,2,25236877,5.647,1.958,4097472,175,1,-1.351,-1.0,11.662,0,3.442500021,10.356246863,214,498,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
48505098,2,25236877,4.037,1.958,4097472,175,1,-1.351,-1.0,4.546,0,3.442500021,10.356246863,214,220,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
50811677,2,25236877,4.239,1.958,4097472,175,1,-1.351,-1.0,4.716,0,3.442500021,10.356246863,214,227,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
56246766,2,25236877,4.582,1.958,4097472,175,1,-1.351,-1.0,7.426,0,3.442500021,10.356246863,214,331,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
64677527,2,25236877,4.612,1.958,4097472,175,1,-1.351,-1.0,6.953,0,3.442500021,10.356246863,214,313,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40404112,2,25236877,4.26,1.958,4097472,175,1,-1.351,-1.0,5.203,0,3.442500021,10.356246863,214,246,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
61888326,2,25236877,4.111,1.958,4097472,175,1,-1.351,-1.0,5.727,0,3.442500021,10.356246863,214,266,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
23287052,2,25236877,4.741,1.958,4097472,175,1,-1.351,-1.0,7.79,0,3.442500021,10.356246863,214,345,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
36078978,2,25236877,4.006,1.958,4097472,175,1,-1.351,-1.0,5.089,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
43036128,2,25236877,4.258,1.958,4097472,175,1,-1.351,-1.0,5.608,0,3.442500021,10.356246863,214,262,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
31235185,2,25236877,4.122,1.958,4097472,175,1,-1.351,-1.0,4.582,0,3.442500021,10.356246863,214,221,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
45801333,2,25236877,4.585,1.958,4097472,175,1,-1.351,-1.0,5.934,0,3.442500021,10.356246863,214,274,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
44631158,2,25236877,4.057,1.958,4097472,175,1,-1.351,-1.0,4.658,0,3.442500021,10.356246863,214,224,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
46015833,2,25236877,4.461,1.958,4097472,175,1,-1.351,-1.0,6.436,0,3.442500021,10.356246863,214,294,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
51561999,2,25236877,4.407,1.958,4097472,175,1,-1.351,-1.0,6.28,0,3.442500021,10.356246863,214,288,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
54733557,2,25236877,4.131,1.958,4097472,175,1,-1.351,-1.0,5.515,0,3.442500021,10.356246863,214,258,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
48350146,2,25236877,4.131,1.958,4097472,175,1,-1.351,-1.0,4.747,0,3.442500021,10.356246863,214,228,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
55250728,2,25236877,4.104,1.958,4097472,175,1,-1.351,-1.0,5.799,0,3.442500021,10.356246863,214,269,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
38612687,2,25236877,4.005,1.958,4097472,175,1,-1.351,-1.0,4.334,0,3.442500021,10.356246863,214,211,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
37836063,2,25236877,4.187,1.958,4097472,175,1,-1.351,-1.0,5.127,0,3.442500021,10.356246863,214,243,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
62670420,2,25236877,4.007,1.958,4097472,175,1,-1.351,-1.0,5.106,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
52475939,2,25236877,5.629,1.958,4097472,175,1,-1.351,-1.0,9.988,0,3.442500021,10.356246863,214,430,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
26017437,2,25236877,4.705,1.958,4097472,175,1,-1.351,-1.0,6.488,0,3.442500021,10.356246863,214,296,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
65882377,2,25236877,4.052,1.958,4097472,175,1,-1.351,-1.0,5.108,0,3.442500021,10.356246863,214,242,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
49671881,2,25236877,4.13,1.958,4097472,175,1,-1.351,-1.0,4.815,0,3.442500021,10.356246863,214,231,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
23494679,2,25236877,4.01,1.958,4097472,175,1,-1.351,-1.0,4.792,0,3.442500021,10.356246863,214,230,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
56206447,2,25236877,4.064,1.958,4097472,175,1,-1.351,-1.0,4.798,0,3.442500021,10.356246863,214,230,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
35046882,2,25236877,4.096,1.958,4097472,175,1,-1.351,-1.0,4.493,0,3.442500021,10.356246863,214,218,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
58154351,2,25236877,4.046,1.958,4097472,175,1,-1.351,-1.0,4.422,0,3.442500021,10.356246863,214,215,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
31037559,2,25236877,4.034,1.958,4097472,175,1,-1.351,-1.0,4.527,0,3.442500021,10.356246863,214,219,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
39014075,2,25236877,4.13,1.958,4097472,175,1,-1.351,-1.0,4.997,0,3.442500021,10.356246863,214,238,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
57034524,2,25236877,4.206,1.958,4097472,175,1,-1.351,-1.0,5.006,0,3.442500021,10.356246863,214,238,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
40257180,2,25236877,4.562,1.958,4097472,175,1,-1.351,-1.0,6.447,0,3.442500021,10.356246863,214,294,1,0,-1.0,-1,-1,-1,-1,-1,-1,-1,star,0
