# GC ID
124204555 0
120187627 0
119618712 0
120383533 0
119426397 0
119434689 0
119999590 0
120571437 0
120376250 0
120190717 0
119424859 0
122232872 0
119619747 0
119809341 0
122782544 0
120564702 0
119235285 0
122782040 0
119617682 0
